tier,total_vol,best_vol,best_keyword,slug,url,vol_1,vol_2,keyword_1,keyword_2,likely_sports
1,2190,1600,oman vs qatar,oman-vs-qatar,https://tabiji.ai/compare/oman-vs-qatar/,1600,590,oman vs qatar,qatar vs oman,yes
1,2180,1300,nashville vs austin,austin-vs-nashville,https://tabiji.ai/compare/austin-vs-nashville/,880,1300,austin vs nashville,nashville vs austin,
1,2180,1300,france vs slovenia,france-vs-slovenia,https://tabiji.ai/compare/france-vs-slovenia/,1300,880,france vs slovenia,slovenia vs france,yes
1,2180,1300,india vs maldives,india-vs-maldives,https://tabiji.ai/compare/india-vs-maldives/,1300,880,india vs maldives,maldives vs india,
1,2180,1300,japan vs nepal,japan-vs-nepal,https://tabiji.ai/compare/japan-vs-nepal/,1300,880,japan vs nepal,nepal vs japan,yes
1,2180,1300,toronto vs vancouver,toronto-vs-vancouver,https://tabiji.ai/compare/toronto-vs-vancouver/,1300,880,toronto vs vancouver,vancouver vs toronto,
1,2160,1900,germany vs denmark,denmark-vs-germany,https://tabiji.ai/compare/denmark-vs-germany/,260,1900,denmark vs germany,germany vs denmark,yes
1,2110,1900,south korea vs china,south-korea-vs-china,https://tabiji.ai/compare/south-korea-vs-china/,1900,210,south korea vs china,china vs south korea,yes
1,2080,1600,france vs senegal,france-vs-senegal,https://tabiji.ai/compare/france-vs-senegal/,1600,480,france vs senegal,senegal vs france,yes
1,2080,1600,japan vs indonesia,japan-vs-indonesia,https://tabiji.ai/compare/japan-vs-indonesia/,1600,480,japan vs indonesia,indonesia vs japan,yes
1,2070,1900,jordan vs argentina,argentina-vs-jordan,https://tabiji.ai/compare/argentina-vs-jordan/,170,1900,argentina vs jordan,jordan vs argentina,yes
1,2020,1300,romania vs canada,canada-vs-romania,https://tabiji.ai/compare/canada-vs-romania/,720,1300,canada vs romania,romania vs canada,
1,2020,1300,turkey vs germany,germany-vs-turkey,https://tabiji.ai/compare/germany-vs-turkey/,720,1300,germany vs turkey,turkey vs germany,yes
1,2020,1300,montreal vs quebec city,quebec-city-vs-montreal,https://tabiji.ai/compare/quebec-city-vs-montreal/,720,1300,quebec city vs montreal,montreal vs quebec city,
1,2020,1300,toronto vs new york,toronto-vs-new-york,https://tabiji.ai/compare/toronto-vs-new-york/,1300,720,toronto vs new york,new york vs toronto,
1,2010,1900,south korea vs bolivia,bolivia-vs-south-korea,https://tabiji.ai/compare/bolivia-vs-south-korea/,110,1900,bolivia vs south korea,south korea vs bolivia,yes
1,2010,1900,parma vs bologna,bologna-vs-parma,https://tabiji.ai/compare/bologna-vs-parma/,110,1900,bologna vs parma,parma vs bologna,
1,2010,1900,greece vs finland,finland-vs-greece,https://tabiji.ai/compare/finland-vs-greece/,110,1900,finland vs greece,greece vs finland,yes
1,2000,1000,cyprus vs romania,cyprus-vs-romania,https://tabiji.ai/compare/cyprus-vs-romania/,1000,1000,cyprus vs romania,romania vs cyprus,yes
1,2000,1000,lyon vs strasbourg,lyon-vs-strasbourg,https://tabiji.ai/compare/lyon-vs-strasbourg/,1000,1000,lyon vs strasbourg,strasbourg vs lyon,
1,2000,1000,oman vs united states,oman-vs-united-states,https://tabiji.ai/compare/oman-vs-united-states/,1000,1000,oman vs united states,united states vs oman,yes
2,1990,1600,ireland vs new zealand,ireland-vs-new-zealand,https://tabiji.ai/compare/ireland-vs-new-zealand/,1600,390,ireland vs new zealand,new zealand vs ireland,yes
2,1990,1600,portugal vs uruguay,portugal-vs-uruguay,https://tabiji.ai/compare/portugal-vs-uruguay/,1600,390,portugal vs uruguay,uruguay vs portugal,yes
2,1990,1900,portugal vs uzbekistan,portugal-vs-uzbekistan,https://tabiji.ai/compare/portugal-vs-uzbekistan/,1900,90,portugal vs uzbekistan,uzbekistan vs portugal,yes
2,1950,1900,united states vs costa rica,costa-rica-vs-united-states,https://tabiji.ai/compare/costa-rica-vs-united-states/,50,1900,costa rica vs united states,united states vs costa rica,yes
2,1950,1900,netherlands vs japan,japan-vs-netherlands,https://tabiji.ai/compare/japan-vs-netherlands/,50,1900,japan vs netherlands,netherlands vs japan,yes
2,1920,1600,kenya vs senegal,kenya-vs-senegal,https://tabiji.ai/compare/kenya-vs-senegal/,1600,320,kenya vs senegal,senegal vs kenya,yes
2,1920,1600,lyon vs paris,lyon-vs-paris,https://tabiji.ai/compare/lyon-vs-paris/,1600,320,lyon vs paris,paris vs lyon,
2,1920,1900,poland vs new zealand,new-zealand-vs-poland,https://tabiji.ai/compare/new-zealand-vs-poland/,20,1900,new zealand vs poland,poland vs new zealand,yes
2,1890,1300,england vs belgium,belgium-vs-england,https://tabiji.ai/compare/belgium-vs-england/,590,1300,belgium vs england,england vs belgium,yes
2,1890,1300,turkey vs bulgaria,bulgaria-vs-turkey,https://tabiji.ai/compare/bulgaria-vs-turkey/,590,1300,bulgaria vs turkey,turkey vs bulgaria,yes
2,1890,1300,estonia vs serbia,estonia-vs-serbia,https://tabiji.ai/compare/estonia-vs-serbia/,1300,590,estonia vs serbia,serbia vs estonia,yes
2,1890,1300,usa vs germany,germany-vs-usa,https://tabiji.ai/compare/germany-vs-usa/,590,1300,germany vs usa,usa vs germany,yes
2,1890,1300,nepal vs united states,nepal-vs-united-states,https://tabiji.ai/compare/nepal-vs-united-states/,1300,590,nepal vs united states,united states vs nepal,yes
2,1890,1300,charleston vs savannah,savannah-vs-charleston,https://tabiji.ai/compare/savannah-vs-charleston/,590,1300,savannah vs charleston,charleston vs savannah,
2,1880,1000,cinque terre vs amalfi coast,amalfi-coast-vs-cinque-terre,https://tabiji.ai/compare/amalfi-coast-vs-cinque-terre/,880,1000,amalfi coast vs cinque terre,cinque terre vs amalfi coast,
2,1880,1000,argentina vs australia,argentina-vs-australia,https://tabiji.ai/compare/argentina-vs-australia/,1000,880,argentina vs australia,australia vs argentina,yes
2,1880,1000,guatemala vs argentina,argentina-vs-guatemala,https://tabiji.ai/compare/argentina-vs-guatemala/,880,1000,argentina vs guatemala,guatemala vs argentina,yes
2,1880,1000,oman vs bahrain,bahrain-vs-oman,https://tabiji.ai/compare/bahrain-vs-oman/,880,1000,bahrain vs oman,oman vs bahrain,yes
2,1880,1000,portugal vs brazil,brazil-vs-portugal,https://tabiji.ai/compare/brazil-vs-portugal/,880,1000,brazil vs portugal,portugal vs brazil,yes
2,1880,1000,bulgaria vs greece,bulgaria-vs-greece,https://tabiji.ai/compare/bulgaria-vs-greece/,1000,880,bulgaria vs greece,greece vs bulgaria,yes
2,1880,1000,glasgow vs edinburgh,edinburgh-vs-glasgow,https://tabiji.ai/compare/edinburgh-vs-glasgow/,880,1000,edinburgh vs glasgow,glasgow vs edinburgh,
2,1880,1000,hong kong vs south korea,hong-kong-vs-south-korea,https://tabiji.ai/compare/hong-kong-vs-south-korea/,1000,880,hong kong vs south korea,south korea vs hong kong,yes
2,1880,1000,lithuania vs malta,lithuania-vs-malta,https://tabiji.ai/compare/lithuania-vs-malta/,1000,880,lithuania vs malta,malta vs lithuania,yes
2,1880,1000,luxembourg vs sweden,luxembourg-vs-sweden,https://tabiji.ai/compare/luxembourg-vs-sweden/,1000,880,luxembourg vs sweden,sweden vs luxembourg,yes
2,1880,1000,new zealand vs new caledonia,new-caledonia-vs-new-zealand,https://tabiji.ai/compare/new-caledonia-vs-new-zealand/,880,1000,new caledonia vs new zealand,new zealand vs new caledonia,
2,1880,1000,uae vs qatar,qatar-vs-uae,https://tabiji.ai/compare/qatar-vs-uae/,880,1000,qatar vs uae,uae vs qatar,yes
2,1880,1000,yosemite vs yellowstone,yosemite-vs-yellowstone,https://tabiji.ai/compare/yosemite-vs-yellowstone/,1000,880,yosemite vs yellowstone,yellowstone vs yosemite,
2,1860,1600,greece vs italy,greece-vs-italy,https://tabiji.ai/compare/greece-vs-italy/,1600,260,greece vs italy,italy vs greece,yes
2,1860,1600,hungary vs sweden,hungary-vs-sweden,https://tabiji.ai/compare/hungary-vs-sweden/,1600,260,hungary vs sweden,sweden vs hungary,yes
2,1860,1600,nepal vs usa,nepal-vs-usa,https://tabiji.ai/compare/nepal-vs-usa/,1600,260,nepal vs usa,usa vs nepal,yes
2,1860,1600,oman vs morocco,oman-vs-morocco,https://tabiji.ai/compare/oman-vs-morocco/,1600,260,oman vs morocco,morocco vs oman,yes
2,1780,1300,cabo san lucas vs cancun,cabo-san-lucas-vs-cancun,https://tabiji.ai/compare/cabo-san-lucas-vs-cancun/,1300,480,cabo san lucas vs cancun,cancun vs cabo san lucas,
2,1780,1300,morocco vs spain,morocco-vs-spain,https://tabiji.ai/compare/morocco-vs-spain/,1300,480,morocco vs spain,spain vs morocco,yes
2,1770,1600,belgium vs egypt,belgium-vs-egypt,https://tabiji.ai/compare/belgium-vs-egypt/,1600,170,belgium vs egypt,egypt vs belgium,yes
2,1770,1600,nepal vs samoa,nepal-vs-samoa,https://tabiji.ai/compare/nepal-vs-samoa/,1600,170,nepal vs samoa,samoa vs nepal,
2,1760,880,chicago vs miami,chicago-vs-miami,https://tabiji.ai/compare/chicago-vs-miami/,880,880,chicago vs miami,miami vs chicago,
2,1760,880,naxos vs paros,naxos-vs-paros,https://tabiji.ai/compare/naxos-vs-paros/,880,880,naxos vs paros,paros vs naxos,
2,1740,1600,slovenia vs poland,poland-vs-slovenia,https://tabiji.ai/compare/poland-vs-slovenia/,140,1600,poland vs slovenia,slovenia vs poland,yes
2,1740,1600,portugal vs serbia,portugal-vs-serbia,https://tabiji.ai/compare/portugal-vs-serbia/,1600,140,portugal vs serbia,serbia vs portugal,yes
2,1720,1000,ecuador vs bolivia,bolivia-vs-ecuador,https://tabiji.ai/compare/bolivia-vs-ecuador/,720,1000,bolivia vs ecuador,ecuador vs bolivia,yes
2,1720,1000,austria vs germany,germany-vs-austria,https://tabiji.ai/compare/germany-vs-austria/,720,1000,germany vs austria,austria vs germany,yes
2,1720,1000,switzerland vs iceland,iceland-vs-switzerland,https://tabiji.ai/compare/iceland-vs-switzerland/,720,1000,iceland vs switzerland,switzerland vs iceland,yes
2,1720,1000,san francisco vs los angeles,san-francisco-vs-los-angeles,https://tabiji.ai/compare/san-francisco-vs-los-angeles/,1000,720,san francisco vs los angeles,los angeles vs san francisco,
2,1690,1300,germany vs argentina,argentina-vs-germany,https://tabiji.ai/compare/argentina-vs-germany/,390,1300,argentina vs germany,germany vs argentina,yes
2,1690,1300,jordan vs bolivia,bolivia-vs-jordan,https://tabiji.ai/compare/bolivia-vs-jordan/,390,1300,bolivia vs jordan,jordan vs bolivia,yes
2,1690,1300,israel vs slovenia,israel-vs-slovenia,https://tabiji.ai/compare/israel-vs-slovenia/,1300,390,israel vs slovenia,slovenia vs israel,yes
2,1630,1600,qatar vs switzerland,qatar-vs-switzerland,https://tabiji.ai/compare/qatar-vs-switzerland/,1600,30,qatar vs switzerland,switzerland vs qatar,yes
2,1620,1300,ecuador vs uruguay,ecuador-vs-uruguay,https://tabiji.ai/compare/ecuador-vs-uruguay/,1300,320,ecuador vs uruguay,uruguay vs ecuador,yes
2,1620,1300,uzbekistan vs egypt,egypt-vs-uzbekistan,https://tabiji.ai/compare/egypt-vs-uzbekistan/,320,1300,egypt vs uzbekistan,uzbekistan vs egypt,yes
2,1620,1300,ireland vs south africa,ireland-vs-south-africa,https://tabiji.ai/compare/ireland-vs-south-africa/,1300,320,ireland vs south africa,south africa vs ireland,yes
2,1620,1300,miami vs porto,miami-vs-porto,https://tabiji.ai/compare/miami-vs-porto/,1300,320,miami vs porto,porto vs miami,
2,1620,1300,nashville vs montreal,montreal-vs-nashville,https://tabiji.ai/compare/montreal-vs-nashville/,320,1300,montreal vs nashville,nashville vs montreal,
2,1600,880,bora bora vs maldives,bora-bora-vs-maldives,https://tabiji.ai/compare/bora-bora-vs-maldives/,880,720,bora bora vs maldives,maldives vs bora bora,
2,1600,880,cabo san lucas vs los cabos,cabo-san-lucas-vs-los-cabos,https://tabiji.ai/compare/cabo-san-lucas-vs-los-cabos/,880,720,cabo san lucas vs los cabos,los cabos vs cabo san lucas,
2,1600,880,puerto vallarta vs cabo,cabo-vs-puerto-vallarta,https://tabiji.ai/compare/cabo-vs-puerto-vallarta/,720,880,cabo vs puerto vallarta,puerto vallarta vs cabo,
2,1600,880,germany vs japan,japan-vs-germany,https://tabiji.ai/compare/japan-vs-germany/,720,880,japan vs germany,germany vs japan,yes
2,1600,880,japan vs korea,japan-vs-korea,https://tabiji.ai/compare/japan-vs-korea/,880,720,japan vs korea,korea vs japan,
2,1600,880,latvia vs lithuania,latvia-vs-lithuania,https://tabiji.ai/compare/latvia-vs-lithuania/,880,720,latvia vs lithuania,lithuania vs latvia,yes
2,1600,880,norway vs sweden,norway-vs-sweden,https://tabiji.ai/compare/norway-vs-sweden/,880,720,norway vs sweden,sweden vs norway,yes
2,1600,880,kyoto vs tokyo,tokyo-vs-kyoto,https://tabiji.ai/compare/tokyo-vs-kyoto/,720,880,tokyo vs kyoto,kyoto vs tokyo,
2,1590,1000,china vs australia,australia-vs-china,https://tabiji.ai/compare/australia-vs-china/,590,1000,australia vs china,china vs australia,yes
2,1590,1000,boston vs philadelphia,boston-vs-philadelphia,https://tabiji.ai/compare/boston-vs-philadelphia/,1000,590,boston vs philadelphia,philadelphia vs boston,
2,1590,1000,denmark vs netherlands,denmark-vs-netherlands,https://tabiji.ai/compare/denmark-vs-netherlands/,1000,590,denmark vs netherlands,netherlands vs denmark,yes
2,1590,1000,tonga vs samoa,samoa-vs-tonga,https://tabiji.ai/compare/samoa-vs-tonga/,590,1000,samoa vs tonga,tonga vs samoa,
2,1560,1300,colombia vs chile,chile-vs-colombia,https://tabiji.ai/compare/chile-vs-colombia/,260,1300,chile vs colombia,colombia vs chile,yes
2,1560,1300,colombia vs panama,colombia-vs-panama,https://tabiji.ai/compare/colombia-vs-panama/,1300,260,colombia vs panama,panama vs colombia,yes
2,1510,1300,croatia vs czech republic,croatia-vs-czech-republic,https://tabiji.ai/compare/croatia-vs-czech-republic/,1300,210,croatia vs czech republic,czech republic vs croatia,yes
2,1510,1300,portugal vs slovenia,portugal-vs-slovenia,https://tabiji.ai/compare/portugal-vs-slovenia/,1300,210,portugal vs slovenia,slovenia vs portugal,yes
2,1510,1300,uzbekistan vs qatar,qatar-vs-uzbekistan,https://tabiji.ai/compare/qatar-vs-uzbekistan/,210,1300,qatar vs uzbekistan,uzbekistan vs qatar,yes
2,1480,1000,canada vs curacao,canada-vs-curacao,https://tabiji.ai/compare/canada-vs-curacao/,1000,480,canada vs curacao,curacao vs canada,
2,1480,1000,tulum vs cancun,cancun-vs-tulum,https://tabiji.ai/compare/cancun-vs-tulum/,480,1000,cancun vs tulum,tulum vs cancun,
2,1480,1000,mexico vs poland,mexico-vs-poland,https://tabiji.ai/compare/mexico-vs-poland/,1000,480,mexico vs poland,poland vs mexico,yes
2,1480,1000,usa vs morocco,morocco-vs-usa,https://tabiji.ai/compare/morocco-vs-usa/,480,1000,morocco vs usa,usa vs morocco,yes
2,1480,1000,osaka vs tokyo,tokyo-vs-osaka,https://tabiji.ai/compare/tokyo-vs-osaka/,480,1000,tokyo vs osaka,osaka vs tokyo,
2,1470,880,canada vs namibia,canada-vs-namibia,https://tabiji.ai/compare/canada-vs-namibia/,880,590,canada vs namibia,namibia vs canada,
2,1470,880,england vs ghana,england-vs-ghana,https://tabiji.ai/compare/england-vs-ghana/,880,590,england vs ghana,ghana vs england,yes
2,1470,880,haiti vs dominican republic,haiti-vs-dominican-republic,https://tabiji.ai/compare/haiti-vs-dominican-republic/,880,590,haiti vs dominican republic,dominican republic vs haiti,yes
2,1470,880,san diego vs san francisco,san-diego-vs-san-francisco,https://tabiji.ai/compare/san-diego-vs-san-francisco/,880,590,san diego vs san francisco,san francisco vs san diego,
2,1470,880,spain vs sweden,spain-vs-sweden,https://tabiji.ai/compare/spain-vs-sweden/,880,590,spain vs sweden,sweden vs spain,yes
2,1440,1300,albania vs jordan,albania-vs-jordan,https://tabiji.ai/compare/albania-vs-jordan/,1300,140,albania vs jordan,jordan vs albania,yes
2,1440,720,argentina vs south africa,argentina-vs-south-africa,https://tabiji.ai/compare/argentina-vs-south-africa/,720,720,argentina vs south africa,south africa vs argentina,yes
2,1440,720,barcelona vs granada,barcelona-vs-granada,https://tabiji.ai/compare/barcelona-vs-granada/,720,720,barcelona vs granada,granada vs barcelona,
2,1440,720,colombia vs spain,colombia-vs-spain,https://tabiji.ai/compare/colombia-vs-spain/,720,720,colombia vs spain,spain vs colombia,yes
2,1440,720,croatia vs spain,croatia-vs-spain,https://tabiji.ai/compare/croatia-vs-spain/,720,720,croatia vs spain,spain vs croatia,yes
2,1440,720,mallorca vs menorca,mallorca-vs-menorca,https://tabiji.ai/compare/mallorca-vs-menorca/,720,720,mallorca vs menorca,menorca vs mallorca,
2,1440,720,vietnam vs malaysia,vietnam-vs-malaysia,https://tabiji.ai/compare/vietnam-vs-malaysia/,720,720,vietnam vs malaysia,malaysia vs vietnam,yes
2,1410,1300,portugal vs ghana,ghana-vs-portugal,https://tabiji.ai/compare/ghana-vs-portugal/,110,1300,ghana vs portugal,portugal vs ghana,yes
2,1390,1000,puerto vallarta vs cancun,cancun-vs-puerto-vallarta,https://tabiji.ai/compare/cancun-vs-puerto-vallarta/,390,1000,cancun vs puerto vallarta,puerto vallarta vs cancun,
2,1390,1000,hong kong vs china,china-vs-hong-kong,https://tabiji.ai/compare/china-vs-hong-kong/,390,1000,china vs hong kong,hong kong vs china,yes
2,1390,1300,england vs switzerland,england-vs-switzerland,https://tabiji.ai/compare/england-vs-switzerland/,1300,90,england vs switzerland,switzerland vs england,yes
2,1390,1300,montenegro vs germany,germany-vs-montenegro,https://tabiji.ai/compare/germany-vs-montenegro/,90,1300,germany vs montenegro,montenegro vs germany,yes
2,1390,1300,iceland vs slovenia,iceland-vs-slovenia,https://tabiji.ai/compare/iceland-vs-slovenia/,1300,90,iceland vs slovenia,slovenia vs iceland,yes
2,1370,1300,madrid vs marseille,madrid-vs-marseille,https://tabiji.ai/compare/madrid-vs-marseille/,1300,70,madrid vs marseille,marseille vs madrid,yes
2,1360,880,united states vs guatemala,guatemala-vs-united-states,https://tabiji.ai/compare/guatemala-vs-united-states/,480,880,guatemala vs united states,united states vs guatemala,yes
2,1360,880,portugal vs netherlands,netherlands-vs-portugal,https://tabiji.ai/compare/netherlands-vs-portugal/,480,880,netherlands vs portugal,portugal vs netherlands,yes
2,1360,880,denver vs portland,portland-vs-denver,https://tabiji.ai/compare/portland-vs-denver/,480,880,portland vs denver,denver vs portland,
2,1350,1300,japan vs bolivia,bolivia-vs-japan,https://tabiji.ai/compare/bolivia-vs-japan/,50,1300,bolivia vs japan,japan vs bolivia,yes
2,1350,1300,colorado vs san francisco,colorado-vs-san-francisco,https://tabiji.ai/compare/colorado-vs-san-francisco/,1300,50,colorado vs san francisco,san francisco vs colorado,
2,1350,1300,madrid vs salzburg,madrid-vs-salzburg,https://tabiji.ai/compare/madrid-vs-salzburg/,1300,50,madrid vs salzburg,salzburg vs madrid,
2,1330,1300,south africa vs south korea,south-africa-vs-south-korea,https://tabiji.ai/compare/south-africa-vs-south-korea/,1300,30,south africa vs south korea,south korea vs south africa,yes
2,1330,1300,turkey vs sweden,sweden-vs-turkey,https://tabiji.ai/compare/sweden-vs-turkey/,30,1300,sweden vs turkey,turkey vs sweden,yes
2,1320,1000,england vs brazil,brazil-vs-england,https://tabiji.ai/compare/brazil-vs-england/,320,1000,brazil vs england,england vs brazil,yes
2,1320,1000,england vs germany,england-vs-germany,https://tabiji.ai/compare/england-vs-germany/,1000,320,england vs germany,germany vs england,yes
2,1320,1000,iceland vs finland,finland-vs-iceland,https://tabiji.ai/compare/finland-vs-iceland/,320,1000,finland vs iceland,iceland vs finland,yes
2,1320,1000,paris vs liverpool,liverpool-vs-paris,https://tabiji.ai/compare/liverpool-vs-paris/,320,1000,liverpool vs paris,paris vs liverpool,
2,1310,720,curacao vs aruba,aruba-vs-curacao,https://tabiji.ai/compare/aruba-vs-curacao/,590,720,aruba vs curacao,curacao vs aruba,
2,1310,720,australia vs philippines,australia-vs-philippines,https://tabiji.ai/compare/australia-vs-philippines/,720,590,australia vs philippines,philippines vs australia,yes
2,1310,720,punta cana vs cancun,cancun-vs-punta-cana,https://tabiji.ai/compare/cancun-vs-punta-cana/,590,720,cancun vs punta cana,punta cana vs cancun,
2,1310,720,chile vs usa,chile-vs-usa,https://tabiji.ai/compare/chile-vs-usa/,720,590,chile vs usa,usa vs chile,yes
2,1310,720,panama vs costa rica,costa-rica-vs-panama,https://tabiji.ai/compare/costa-rica-vs-panama/,590,720,costa rica vs panama,panama vs costa rica,yes
2,1310,720,scotland vs england,england-vs-scotland,https://tabiji.ai/compare/england-vs-scotland/,590,720,england vs scotland,scotland vs england,yes
2,1310,720,rome vs greece,greece-vs-rome,https://tabiji.ai/compare/greece-vs-rome/,590,720,greece vs rome,rome vs greece,
2,1310,720,hawaii vs samoa,hawaii-vs-samoa,https://tabiji.ai/compare/hawaii-vs-samoa/,720,590,hawaii vs samoa,samoa vs hawaii,
2,1310,720,melbourne vs sydney,melbourne-vs-sydney,https://tabiji.ai/compare/melbourne-vs-sydney/,720,590,melbourne vs sydney,sydney vs melbourne,
2,1270,880,italy vs argentina,argentina-vs-italy,https://tabiji.ai/compare/argentina-vs-italy/,390,880,argentina vs italy,italy vs argentina,yes
2,1270,880,belize vs panama,belize-vs-panama,https://tabiji.ai/compare/belize-vs-panama/,880,390,belize vs panama,panama vs belize,
2,1270,880,ireland vs greece,greece-vs-ireland,https://tabiji.ai/compare/greece-vs-ireland/,390,880,greece vs ireland,ireland vs greece,yes
2,1270,880,japan vs hong kong,hong-kong-vs-japan,https://tabiji.ai/compare/hong-kong-vs-japan/,390,880,hong kong vs japan,japan vs hong kong,yes
2,1270,880,tampa vs miami,tampa-vs-miami,https://tabiji.ai/compare/tampa-vs-miami/,880,390,tampa vs miami,miami vs tampa,
2,1260,1000,finland vs switzerland,finland-vs-switzerland,https://tabiji.ai/compare/finland-vs-switzerland/,1000,260,finland vs switzerland,switzerland vs finland,yes
2,1260,1000,uzbekistan vs kyrgyzstan,kyrgyzstan-vs-uzbekistan,https://tabiji.ai/compare/kyrgyzstan-vs-uzbekistan/,260,1000,kyrgyzstan vs uzbekistan,uzbekistan vs kyrgyzstan,yes
2,1260,1000,maui vs big island,maui-vs-big-island,https://tabiji.ai/compare/maui-vs-big-island/,1000,260,maui vs big island,big island vs maui,
2,1210,1000,georgia vs greece,georgia-vs-greece,https://tabiji.ai/compare/georgia-vs-greece/,1000,210,georgia vs greece,greece vs georgia,yes
2,1210,1000,united states vs new zealand,new-zealand-vs-united-states,https://tabiji.ai/compare/new-zealand-vs-united-states/,210,1000,new zealand vs united states,united states vs new zealand,yes
2,1200,720,austin vs colorado,austin-vs-colorado,https://tabiji.ai/compare/austin-vs-colorado/,720,480,austin vs colorado,colorado vs austin,
2,1200,720,south korea vs australia,australia-vs-south-korea,https://tabiji.ai/compare/australia-vs-south-korea/,480,720,australia vs south korea,south korea vs australia,yes
2,1200,720,brazil vs peru,brazil-vs-peru,https://tabiji.ai/compare/brazil-vs-peru/,720,480,brazil vs peru,peru vs brazil,yes
2,1200,720,costa rica vs puerto rico,costa-rica-vs-puerto-rico,https://tabiji.ai/compare/costa-rica-vs-puerto-rico/,720,480,costa rica vs puerto rico,puerto rico vs costa rica,
2,1200,720,south africa vs ghana,ghana-vs-south-africa,https://tabiji.ai/compare/ghana-vs-south-africa/,480,720,ghana vs south africa,south africa vs ghana,yes
2,1200,880,usa vs italy,italy-vs-usa,https://tabiji.ai/compare/italy-vs-usa/,320,880,italy vs usa,usa vs italy,yes
2,1200,720,south africa vs namibia,namibia-vs-south-africa,https://tabiji.ai/compare/namibia-vs-south-africa/,480,720,namibia vs south africa,south africa vs namibia,yes
2,1200,720,london vs new york,new-york-vs-london,https://tabiji.ai/compare/new-york-vs-london/,480,720,new york vs london,london vs new york,
2,1200,720,toronto vs ottawa,ottawa-vs-toronto,https://tabiji.ai/compare/ottawa-vs-toronto/,480,720,ottawa vs toronto,toronto vs ottawa,
2,1200,720,krabi vs phuket,phuket-vs-krabi,https://tabiji.ai/compare/phuket-vs-krabi/,480,720,phuket vs krabi,krabi vs phuket,
2,1200,880,san diego vs los angeles,san-diego-vs-los-angeles,https://tabiji.ai/compare/san-diego-vs-los-angeles/,880,320,san diego vs los angeles,los angeles vs san diego,
2,1180,590,aspen vs vail,aspen-vs-vail,https://tabiji.ai/compare/aspen-vs-vail/,590,590,aspen vs vail,vail vs aspen,
2,1180,590,cabo san lucas vs puerto vallarta,cabo-san-lucas-vs-puerto-vallarta,https://tabiji.ai/compare/cabo-san-lucas-vs-puerto-vallarta/,590,590,cabo san lucas vs puerto vallarta,puerto vallarta vs cabo san lucas,
2,1180,590,dallas vs austin,dallas-vs-austin,https://tabiji.ai/compare/dallas-vs-austin/,590,590,dallas vs austin,austin vs dallas,
2,1180,590,san francisco vs seattle,san-francisco-vs-seattle,https://tabiji.ai/compare/san-francisco-vs-seattle/,590,590,san francisco vs seattle,seattle vs san francisco,
2,1180,590,south africa vs tanzania,south-africa-vs-tanzania,https://tabiji.ai/compare/south-africa-vs-tanzania/,590,590,south africa vs tanzania,tanzania vs south africa,yes
2,1180,590,spain vs usa,spain-vs-usa,https://tabiji.ai/compare/spain-vs-usa/,590,590,spain vs usa,usa vs spain,yes
2,1170,1000,ireland vs senegal,ireland-vs-senegal,https://tabiji.ai/compare/ireland-vs-senegal/,1000,170,ireland vs senegal,senegal vs ireland,yes
2,1140,880,portugal vs belgium,belgium-vs-portugal,https://tabiji.ai/compare/belgium-vs-portugal/,260,880,belgium vs portugal,portugal vs belgium,yes
2,1140,1000,morocco vs ghana,ghana-vs-morocco,https://tabiji.ai/compare/ghana-vs-morocco/,140,1000,ghana vs morocco,morocco vs ghana,yes
2,1140,1000,puerto rico vs nicaragua,nicaragua-vs-puerto-rico,https://tabiji.ai/compare/nicaragua-vs-puerto-rico/,140,1000,nicaragua vs puerto rico,puerto rico vs nicaragua,
2,1110,720,playa del carmen vs cancun,cancun-vs-playa-del-carmen,https://tabiji.ai/compare/cancun-vs-playa-del-carmen/,390,720,cancun vs playa del carmen,playa del carmen vs cancun,
2,1110,1000,germany vs scotland,germany-vs-scotland,https://tabiji.ai/compare/germany-vs-scotland/,1000,110,germany vs scotland,scotland vs germany,yes
2,1110,720,maui vs honolulu,honolulu-vs-maui,https://tabiji.ai/compare/honolulu-vs-maui/,390,720,honolulu vs maui,maui vs honolulu,
2,1110,720,peru vs mexico,peru-vs-mexico,https://tabiji.ai/compare/peru-vs-mexico/,720,390,peru vs mexico,mexico vs peru,yes
2,1110,720,san diego vs vancouver,san-diego-vs-vancouver,https://tabiji.ai/compare/san-diego-vs-vancouver/,720,390,san diego vs vancouver,vancouver vs san diego,
2,1110,720,tahiti vs bora bora,tahiti-vs-bora-bora,https://tabiji.ai/compare/tahiti-vs-bora-bora/,720,390,tahiti vs bora bora,bora bora vs tahiti,
2,1090,880,barbados vs aruba,aruba-vs-barbados,https://tabiji.ai/compare/aruba-vs-barbados/,210,880,aruba vs barbados,barbados vs aruba,
2,1090,880,turkey vs portugal,portugal-vs-turkey,https://tabiji.ai/compare/portugal-vs-turkey/,210,880,portugal vs turkey,turkey vs portugal,yes
2,1090,880,uae vs uzbekistan,uae-vs-uzbekistan,https://tabiji.ai/compare/uae-vs-uzbekistan/,880,210,uae vs uzbekistan,uzbekistan vs uae,yes
2,1070,590,armenia vs azerbaijan,armenia-vs-azerbaijan,https://tabiji.ai/compare/armenia-vs-azerbaijan/,590,480,armenia vs azerbaijan,azerbaijan vs armenia,yes
